Sport,Game_Type,Entry_Key,Entry,Contest_Key,Contest_Date_EST,Place,Points,Winnings_Non_Ticket,Winnings_Ticket,Contest_Entries,Entry_Fee,Prize_Pool,Places_Paid
MLB,Showdown Captain Mode,2876115443,MLB Showdown $4K Strike Three [3 Entry Max] (STL vs LAD) (1/3),115068637,10/6/21 20:10,2594,42.5,$0.00 ,$0.00 ,4756,$1.00 ,"$4,000.00 ",1103
MLB,Showdown Captain Mode,2876115445,MLB Showdown $4K Strike Three [3 Entry Max] (STL vs LAD) (3/3),115068637,10/6/21 20:10,3294,38.33,$0.00 ,$0.00 ,4756,$1.00 ,"$4,000.00 ",1103
MLB,Showdown Captain Mode,2876115444,MLB Showdown $4K Strike Three [3 Entry Max] (STL vs LAD) (2/3),115068637,10/6/21 20:10,3673,35.55,$0.00 ,$0.00 ,4756,$1.00 ,"$4,000.00 ",1103
MLB,Showdown Captain Mode,2876746069,MLB Showdown $750 Daily Dollar [Single Entry]  (STL vs LAD),115133106,10/6/21 20:10,652,38.33,$0.00 ,$0.00 ,891,$1.00 ,$750.00 ,204
MLB,Showdown Captain Mode,2875047581,MLB Showdown $4K Strike Three [3 Entry Max] (NYY vs BOS) (1/3),114959122,10/5/21 20:08,1035,64.1,$1.50 ,$0.00 ,4756,$1.00 ,"$4,000.00 ",1103
MLB,Showdown Captain Mode,2875047582,MLB Showdown $4K Strike Three [3 Entry Max] (NYY vs BOS) (2/3),114959122,10/5/21 20:08,1972,53,$0.00 ,$0.00 ,4756,$1.00 ,"$4,000.00 ",1103
MLB,Showdown Captain Mode,2875047583,MLB Showdown $4K Strike Three [3 Entry Max] (NYY vs BOS) (3/3),114959122,10/5/21 20:08,4050,29.9,$0.00 ,$0.00 ,4756,$1.00 ,"$4,000.00 ",1103
NFL,Showdown Captain Mode,2874259388,NFL Showdown $150K First Down [20 Entry Max] (LV vs LAC) (2/2),114749288,10/4/21 20:15,78522,83.94,$0.00 ,$0.00 ,178359,$1.00 ,"$150,000.00 ",46973
NFL,Showdown Captain Mode,2872896530,NFL Showdown $150K First Down [20 Entry Max] (LV vs LAC) (1/2),114749288,10/4/21 20:15,90051,81.12,$0.00 ,$0.00 ,178359,$1.00 ,"$150,000.00 ",46973
NFL,Showdown Captain Mode,2866382757,$10K Gridiron Games presented by Verizon (TB vs NE),114627546,10/3/21 20:20,41957,61.11,$0.00 ,$0.00 ,50891,$0.00 ,"$10,000.00 ",6160
NFL,Showdown Captain Mode,2866382854,NFL Showdown $50K First Down [20 Entry Max] (TB vs NE),114716760,10/3/21 20:20,49753,61.11,$0.00 ,$0.00 ,59453,$1.00 ,"$50,000.00 ",15950
NFL,KFC Sunday Night Showdown Series,2872390179,KFC Free Sunday Night Series (KFC TB vs NE),114536221,10/3/21 20:20,77722,61.11,$0.00 ,$0.00 ,95914,$0.00 ,"$10,000.00 ",6160
NFL,Showdown Captain Mode,2862634850,NFL Showdown $3K First Down [20 Entry Max] (BAL vs DEN),114631106,10/3/21 16:25,2319,65.99,$0.00 ,$0.00 ,3567,$1.00 ,"$3,000.00 ",911
NFL,Showdown Captain Mode,2862645390,NFL Showdown $10K First Down [20 Entry Max] (PIT vs GB),114631057,10/3/21 16:25,7685,77.52,$0.00 ,$0.00 ,11890,$1.00 ,"$10,000.00 ",3080
NFL,Classic,2862296421,5-hour ENERGY Football Challenge,113997401,10/3/21 13:00,6299,168.38,$0.00 ,$0.00 ,95738,$0.00 ,"$5,000.00 ",1890
NFL,Classic,2862287524,AutoZone Get In The Zone Football Challenge,113998299,10/3/21 13:00,39396,135.22,$0.00 ,$0.00 ,104081,$0.00 ,"$5,000.00 ",1890
NFL,Classic,2858122120,NFL $3 Double Up,114445585,10/3/21 13:00,774,131.32,$0.00 ,$0.00 ,1149,$3.00 ,"$3,000.00 ",500
NFL,Classic,2865069524,NFL $150K mini-MAX [150 Entry Max] (12/55),114464897,10/3/21 13:00,7,242.58,"$1,000.00 ",$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069544,NFL $150K mini-MAX [150 Entry Max] (32/55),114464897,10/3/21 13:00,68,226.78,$50.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069522,NFL $150K mini-MAX [150 Entry Max] (10/55),114464897,10/3/21 13:00,9138,184.58,$2.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069561,NFL $150K mini-MAX [150 Entry Max] (49/55),114464897,10/3/21 13:00,11948,181.18,$1.50 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069532,NFL $150K mini-MAX [150 Entry Max] (20/55),114464897,10/3/21 13:00,22255,172.72,$1.50 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069541,NFL $150K mini-MAX [150 Entry Max] (29/55),114464897,10/3/21 13:00,22708,172.42,$1.50 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069521,NFL $150K mini-MAX [150 Entry Max] (9/55),114464897,10/3/21 13:00,27478,169.68,$1.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069515,NFL $150K mini-MAX [150 Entry Max] (3/55),114464897,10/3/21 13:00,28009,169.42,$1.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069533,NFL $150K mini-MAX [150 Entry Max] (21/55),114464897,10/3/21 13:00,28470,169.18,$1.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069523,NFL $150K mini-MAX [150 Entry Max] (11/55),114464897,10/3/21 13:00,30003,168.38,$1.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069548,NFL $150K mini-MAX [150 Entry Max] (36/55),114464897,10/3/21 13:00,48433,160.54,$1.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069526,NFL $150K mini-MAX [150 Entry Max] (14/55),114464897,10/3/21 13:00,48917,160.4,$1.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069538,NFL $150K mini-MAX [150 Entry Max] (26/55),114464897,10/3/21 13:00,55371,158.22,$1.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069565,NFL $150K mini-MAX [150 Entry Max] (53/55),114464897,10/3/21 13:00,58739,157.12,$1.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069518,NFL $150K mini-MAX [150 Entry Max] (6/55),114464897,10/3/21 13:00,78333,151.52,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069549,NFL $150K mini-MAX [150 Entry Max] (37/55),114464897,10/3/21 13:00,84476,149.92,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069527,NFL $150K mini-MAX [150 Entry Max] (15/55),114464897,10/3/21 13:00,87481,149.16,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069535,NFL $150K mini-MAX [150 Entry Max] (23/55),114464897,10/3/21 13:00,106099,144.72,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069562,NFL $150K mini-MAX [150 Entry Max] (50/55),114464897,10/3/21 13:00,112561,143.22,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069531,NFL $150K mini-MAX [150 Entry Max] (19/55),114464897,10/3/21 13:00,112955,143.12,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069540,NFL $150K mini-MAX [150 Entry Max] (28/55),114464897,10/3/21 13:00,114747,142.72,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069563,NFL $150K mini-MAX [150 Entry Max] (51/55),114464897,10/3/21 13:00,121912,141.22,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069567,NFL $150K mini-MAX [150 Entry Max] (55/55),114464897,10/3/21 13:00,124212,140.72,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069519,NFL $150K mini-MAX [150 Entry Max] (7/55),114464897,10/3/21 13:00,130579,139.36,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069556,NFL $150K mini-MAX [150 Entry Max] (44/55),114464897,10/3/21 13:00,133824,138.64,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069537,NFL $150K mini-MAX [150 Entry Max] (25/55),114464897,10/3/21 13:00,134886,138.42,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069566,NFL $150K mini-MAX [150 Entry Max] (54/55),114464897,10/3/21 13:00,134886,138.42,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069534,NFL $150K mini-MAX [150 Entry Max] (22/55),114464897,10/3/21 13:00,137535,137.9,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069554,NFL $150K mini-MAX [150 Entry Max] (42/55),114464897,10/3/21 13:00,143181,136.72,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069560,NFL $150K mini-MAX [150 Entry Max] (48/55),114464897,10/3/21 13:00,147256,135.98,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069516,NFL $150K mini-MAX [150 Entry Max] (4/55),114464897,10/3/21 13:00,150916,135.22,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069558,NFL $150K mini-MAX [150 Entry Max] (46/55),114464897,10/3/21 13:00,168150,131.92,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069552,NFL $150K mini-MAX [150 Entry Max] (40/55),114464897,10/3/21 13:00,181220,129.42,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069525,NFL $150K mini-MAX [150 Entry Max] (13/55),114464897,10/3/21 13:00,182809,129.12,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069539,NFL $150K mini-MAX [150 Entry Max] (27/55),114464897,10/3/21 13:00,190096,127.72,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069529,NFL $150K mini-MAX [150 Entry Max] (17/55),114464897,10/3/21 13:00,202086,125.42,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069546,NFL $150K mini-MAX [150 Entry Max] (34/55),114464897,10/3/21 13:00,205113,124.86,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069550,NFL $150K mini-MAX [150 Entry Max] (38/55),114464897,10/3/21 13:00,225199,121.06,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069530,NFL $150K mini-MAX [150 Entry Max] (18/55),114464897,10/3/21 13:00,227614,120.6,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069528,NFL $150K mini-MAX [150 Entry Max] (16/55),114464897,10/3/21 13:00,228796,120.36,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069551,NFL $150K mini-MAX [150 Entry Max] (39/55),114464897,10/3/21 13:00,233917,119.34,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069520,NFL $150K mini-MAX [150 Entry Max] (8/55),114464897,10/3/21 13:00,237501,118.62,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069543,NFL $150K mini-MAX [150 Entry Max] (31/55),114464897,10/3/21 13:00,238505,118.42,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069536,NFL $150K mini-MAX [150 Entry Max] (24/55),114464897,10/3/21 13:00,242366,117.74,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069547,NFL $150K mini-MAX [150 Entry Max] (35/55),114464897,10/3/21 13:00,269240,112.22,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069513,NFL $150K mini-MAX [150 Entry Max] (1/55),114464897,10/3/21 13:00,276973,110.5,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069557,NFL $150K mini-MAX [150 Entry Max] (45/55),114464897,10/3/21 13:00,287289,108.1,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069553,NFL $150K mini-MAX [150 Entry Max] (41/55),114464897,10/3/21 13:00,303308,103.8,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069545,NFL $150K mini-MAX [150 Entry Max] (33/55),114464897,10/3/21 13:00,308132,102.4,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069559,NFL $150K mini-MAX [150 Entry Max] (47/55),114464897,10/3/21 13:00,324023,97.16,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069564,NFL $150K mini-MAX [150 Entry Max] (52/55),114464897,10/3/21 13:00,324738,96.9,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069555,NFL $150K mini-MAX [150 Entry Max] (43/55),114464897,10/3/21 13:00,333978,92.72,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069514,NFL $150K mini-MAX [150 Entry Max] (2/55),114464897,10/3/21 13:00,339727,89.5,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069542,NFL $150K mini-MAX [150 Entry Max] (30/55),114464897,10/3/21 13:00,341407,88.42,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2865069517,NFL $150K mini-MAX [150 Entry Max] (5/55),114464897,10/3/21 13:00,354797,0,$0.00 ,$0.00 ,356718,$0.50 ,"$150,000.00 ",75700
NFL,Classic,2862296397,NFL MASSIVE $5 Double Up [Single Entry],114466388,10/3/21 13:00,11349,131.32,$0.00 ,$0.00 ,22988,$5.00 ,"$100,000.00 ",10000
NFL,Classic,2861659875,Week 2- Tourney A by kborgognoni #3,114595603,10/3/21 13:00,12,181.18,$0.00 ,$0.00 ,200,$2.00 ,$360.00 ,10
NFL,Classic,2868293718,NFL $3 jdcarrion300 vs. jimmykim810,114779905,10/3/21 13:00,2,131.32,$0.00 ,$0.00 ,2,$3.00 ,$5.40 ,1
NFL,Showdown Captain Mode,2862659649,NFL Showdown $5K First Down [20 Entry Max] (ARI vs LAR),114631071,10/3/21 16:05,4202,83.9,$0.00 ,$0.00 ,5945,$1.00 ,"$5,000.00 ",1543
NFL,Showdown Captain Mode,2862653642,NFL Showdown $4K First Down [20 Entry Max] (SEA vs SF),114631090,10/3/21 16:05,496,104.61,$2.00 ,$0.00 ,4756,$1.00 ,"$4,000.00 ",1103
MLB,Tiers,2869172285,MLB Tiers $500 Quarter Jukebox [Just $0.25!] (2/2),114823518,10/3/21 15:05,52,102,$1.00 ,$0.00 ,2378,$0.25 ,$500.00 ,536
MLB,Tiers,2869172284,MLB Tiers $500 Quarter Jukebox [Just $0.25!] (1/2),114823518,10/3/21 15:05,705,70,$0.00 ,$0.00 ,2378,$0.25 ,$500.00 ,536
MLB,Classic,2869192625,MLB $1K Quarter Jukebox [Just $0.25!]  (1/2),114823499,10/3/21 15:05,2115,101.3,$0.00 ,$0.00 ,4756,$0.25 ,"$1,000.00 ",1104
MLB,Classic,2869192626,MLB $1K Quarter Jukebox [Just $0.25!]  (2/2),114823499,10/3/21 15:05,3445,79.1,$0.00 ,$0.00 ,4756,$0.25 ,"$1,000.00 ",1104
MLB,Showdown Captain Mode,2869167382,MLB Showdown $75 Quarter Jukebox [Just $0.25!] (TB vs NYY),114878664,10/3/21 15:05,166,27.5,$0.00 ,$0.00 ,356,$0.25 ,$75.00 ,83
NFL,Showdown Captain Mode,2862634390,NFL $3K First Down [20 Entry Max] (WAS vs ATL),114542828,10/3/21 13:00,1670,120.22,$0.00 ,$0.00 ,3567,$1.00 ,"$3,000.00 ",911
NFL,Showdown Captain Mode,2862653531,NFL Showdown $3K First Down [20 Entry Max] (NYG vs NO),114542862,10/3/21 13:00,807,102.38,$1.50 ,$0.00 ,3567,$1.00 ,"$3,000.00 ",911
NFL,Showdown Captain Mode,2862645031,NFL Showdown $3K First Down [20 Entry Max] (TEN vs NYJ),114542879,10/3/21 13:00,1834,103.31,$0.00 ,$0.00 ,3567,$1.00 ,"$3,000.00 ",911
NFL,Showdown Captain Mode,2862659164,NFL Showdown $3K First Down [20 Entry Max] (DET vs CHI),114542896,10/3/21 13:00,3523,47.89,$0.00 ,$0.00 ,3567,$1.00 ,"$3,000.00 ",911
NFL,Showdown Captain Mode,2862634356,NFL Showdown $3K First Down [20 Entry Max] (IND vs MIA),114542845,10/3/21 13:00,2376,63.16,$0.00 ,$0.00 ,3567,$1.00 ,"$3,000.00 ",911
NFL,Showdown Captain Mode,2862653426,NFL Showdown $3K First Down [20 Entry Max] (HOU vs BUF),114543181,10/3/21 13:00,2955,64.92,$0.00 ,$0.00 ,3567,$1.00 ,"$3,000.00 ",911
NFL,Showdown Captain Mode,2862644785,NFL Showdown $3K First Down [20 Entry Max] (CLE vs MIN),114543163,10/3/21 13:00,3006,49.65,$0.00 ,$0.00 ,3567,$1.00 ,"$3,000.00 ",911
NFL,Showdown Captain Mode,2862653347,NFL Showdown $5K First Down [20 Entry Max] (CAR vs DAL),114543372,10/3/21 13:00,386,138.09,$2.00 ,$0.00 ,5945,$1.00 ,"$5,000.00 ",1543
NFL,Showdown Captain Mode,2862632600,NFL Showdown $15K First Down [20 Entry Max] (KC vs PHI),114543545,10/3/21 13:00,2545,152.57,$1.50 ,$0.00 ,17835,$1.00 ,"$15,000.00 ",4636
MLB,Classic,2866374650,MLB $1K Quarter Jukebox [Just $0.25!],114763619,10/2/21 19:05,720,115.25,$0.50 ,$0.00 ,4756,$0.25 ,"$1,000.00 ",1104
MLB,Tiers,2866374316,MLB Tiers $250 Quarter Jukebox [Just $0.25!]  (Early) (1/2),114790246,10/2/21 15:07,163,82,$0.50 ,$0.00 ,1189,$0.25 ,$250.00 ,273
MLB,Tiers,2866374317,MLB Tiers $250 Quarter Jukebox [Just $0.25!]  (Early) (2/2),114790246,10/2/21 15:07,985,41,$0.00 ,$0.00 ,1189,$0.25 ,$250.00 ,273
MLB,Classic,2866374544,MLB $1.5K Quarter Jukebox [Just $0.25!] (Early),114763582,10/2/21 15:07,2252,116.35,$0.00 ,$0.00 ,7134,$0.25 ,"$1,500.00 ",1706
MLB,Showdown Captain Mode,2866391239,MLB Showdown $750 Quarter Jukebox [Just $0.25!] (TB vs NYY),114763569,10/2/21 13:05,931,73.3,$0.00 ,$0.00 ,3567,$0.25 ,$750.00 ,812
MLB,Showdown Captain Mode,2864932881,MLB Showdown $3K Solo Shot (MIL vs LAD),114697934,10/1/21 22:10,3037,24.5,$0.00 ,$0.00 ,3567,$1.00 ,"$3,000.00 ",911
MLB,Classic,2864941325,MLB $5K mini-MAX [150 Entry Max] (4/4),114697493,10/1/21 19:05,5862,105.7,$0.00 ,$0.00 ,11890,$0.50 ,"$5,000.00 ",2732
MLB,Classic,2864941322,MLB $5K mini-MAX [150 Entry Max] (1/4),114697493,10/1/21 19:05,9489,83,$0.00 ,$0.00 ,11890,$0.50 ,"$5,000.00 ",2732
MLB,Classic,2864941324,MLB $5K mini-MAX [150 Entry Max] (3/4),114697493,10/1/21 19:05,9818,80.1,$0.00 ,$0.00 ,11890,$0.50 ,"$5,000.00 ",2732
MLB,Classic,2864941323,MLB $5K mini-MAX [150 Entry Max] (2/4),114697493,10/1/21 19:05,10529,72,$0.00 ,$0.00 ,11890,$0.50 ,"$5,000.00 ",2732
MLB,Tiers,2864941663,MLB Tiers $750 Quarter Jukebox [Just $0.25!] (2/3),114697869,10/1/21 19:05,187,94,$0.75 ,$0.00 ,3567,$0.25 ,$750.00 ,812
MLB,Tiers,2864941662,MLB Tiers $750 Quarter Jukebox [Just $0.25!] (1/3),114697869,10/1/21 19:05,385,83,$0.50 ,$0.00 ,3567,$0.25 ,$750.00 ,812
MLB,Tiers,2864941664,MLB Tiers $750 Quarter Jukebox [Just $0.25!] (3/3),114697869,10/1/21 19:05,2914,35,$0.00 ,$0.00 ,3567,$0.25 ,$750.00 ,812
MLB,Classic,2862273594,MLB $3.5K mini-MAX [150 Entry Max] (1/2),114635813,9/30/21 19:05,5063,81.7,$0.00 ,$0.00 ,8323,$0.50 ,"$3,500.00 ",1742
MLB,Classic,2862273595,MLB $3.5K mini-MAX [150 Entry Max] (2/2),114635813,9/30/21 19:05,7365,60.5,$0.00 ,$0.00 ,8323,$0.50 ,"$3,500.00 ",1742
NFL,Showdown Captain Mode,2862287912,NFL Showdown $125K First Down [20 Entry Max] (JAX vs CIN),114476858,9/30/21 20:20,83009,78.41,$0.00 ,$0.00 ,148632,$1.00 ,"$125,000.00 ",40125
NFL,Showdown Captain Mode,2862287896,$10K XFINITY Free Football Challenge (JAX vs CIN),114481264,9/30/21 20:20,27089,78.41,$0.00 ,$0.00 ,52518,$0.00 ,"$5,000.00 ",1890
NFL,Showdown Captain Mode,2864040359,NFL Showdown $40K First Down [20 Entry Max] (JAX vs CIN),114694721,9/30/21 20:20,25362,80.36,$0.00 ,$0.00 ,47562,$1.00 ,"$40,000.00 ",12830
MLB,Tiers,2862278343,MLB Tiers $750 Quarter Jukebox [Just $0.25!] (1/2),114635953,9/30/21 19:05,581,77,$0.50 ,$0.00 ,3567,$0.25 ,$750.00 ,812
MLB,Tiers,2862278344,MLB Tiers $750 Quarter Jukebox [Just $0.25!] (2/2),114635953,9/30/21 19:05,2861,34,$0.00 ,$0.00 ,3567,$0.25 ,$750.00 ,812
MLB,Showdown Captain Mode,2862280620,MLB Showdown $400 Quarter Jukebox [Just $0.25!] (MIL vs STL),114635925,9/30/21 13:15,708,70,$0.00 ,$0.00 ,1902,$0.25 ,$400.00 ,442
MLB,Showdown Captain Mode,2861427085,MLB Showdown $3K Solo Shot (SD vs LAD),114561426,9/29/21 22:10,2588,41.9,$0.00 ,$0.00 ,3567,$1.00 ,"$3,000.00 ",911
MLB,Classic,2861374706,MLB $7.5K mini-MAX [150 Entry Max] (2/3),114549321,9/29/21 19:05,2383,113.85,$1.00 ,$0.00 ,17835,$0.50 ,"$7,500.00 ",4100
MLB,Classic,2861374705,MLB $7.5K mini-MAX [150 Entry Max] (1/3),114549321,9/29/21 19:05,11973,75,$0.00 ,$0.00 ,17835,$0.50 ,"$7,500.00 ",4100
MLB,Classic,2861374707,MLB $7.5K mini-MAX [150 Entry Max] (3/3),114549321,9/29/21 19:05,16483,53.2,$0.00 ,$0.00 ,17835,$0.50 ,"$7,500.00 ",4100
MLB,Tiers,2861394135,MLB Tiers $1K Quarter Jukebox [Just $0.25!]  (1/2),114549503,9/29/21 19:05,1665,57,$0.00 ,$0.00 ,4756,$0.25 ,"$1,000.00 ",1104
MLB,Tiers,2861394136,MLB Tiers $1K Quarter Jukebox [Just $0.25!]  (2/2),114549503,9/29/21 19:05,1779,56,$0.00 ,$0.00 ,4756,$0.25 ,"$1,000.00 ",1104
MLB,Classic,2859911587,MLB $10K mini-MAX [150 Entry Max] (1/2),114477606,9/28/21 19:05,7307,93.4,$0.00 ,$0.00 ,23781,$0.50 ,"$10,000.00 ",5467
MLB,Classic,2859911588,MLB $10K mini-MAX [150 Entry Max] (2/2),114477606,9/28/21 19:05,22725,46.05,$0.00 ,$0.00 ,23781,$0.50 ,"$10,000.00 ",5467
MLB,Tiers,2859919716,MLB Tiers $1K Quarter Jukebox [Just $0.25!]  (2/2),114478208,9/28/21 19:05,923,53,$0.50 ,$0.00 ,4756,$0.25 ,"$1,000.00 ",1104
MLB,Tiers,2859919715,MLB Tiers $1K Quarter Jukebox [Just $0.25!]  (1/2),114478208,9/28/21 19:05,3510,24,$0.00 ,$0.00 ,4756,$0.25 ,"$1,000.00 ",1104
MLB,Showdown Captain Mode,2859935418,MLB Showdown $750 Quarter Jukebox [Just $0.25!] (MIA vs NYM),114478186,9/28/21 16:10,662,62.58,$0.50 ,$0.00 ,3567,$0.25 ,$750.00 ,812
MLB,Showdown Captain Mode,2859733610,MLB Showdown $750 Quarter Jukebox [Just $0.25!] (OAK vs SEA),114418177,9/27/21 22:10,12,129.5,$5.00 ,$0.00 ,3553,$0.25 ,$750.00 ,812
MLB,Showdown Captain Mode,2857691300,MLB Showdown $400 Quarter Jukebox [Just $0.25!] (WAS vs COL),114418173,9/27/21 20:40,1889,0,$0.00 ,$0.00 ,1902,$0.25 ,$400.00 ,442
NFL,Showdown Captain Mode,2850794275,NFL Showdown $150K First Down [20 Entry Max] (PHI vs DAL),114231154,9/27/21 20:15,104336,80.61,$0.00 ,$0.00 ,178359,$1.00 ,"$150,000.00 ",46973
MLB,Tiers,2857705249,MLB Tiers $750 Quarter Jukebox [Just $0.25!] (Early) (1/2),114418155,9/27/21 13:10,399,86,$0.50 ,$0.00 ,3418,$0.25 ,$750.00 ,812
MLB,Tiers,2857705250,MLB Tiers $750 Quarter Jukebox [Just $0.25!] (Early) (2/2),114418155,9/27/21 13:10,3218,29,$0.00 ,$0.00 ,3418,$0.25 ,$750.00 ,812
MLB,Classic,2857691263,MLB $1K Quarter Jukebox [Just $0.25!]  (Early) (2/2),114417709,9/27/21 13:10,527,168.05,$0.50 ,$0.00 ,4756,$0.25 ,"$1,000.00 ",1104
MLB,Classic,2857691262,MLB $1K Quarter Jukebox [Just $0.25!]  (Early) (1/2),114417709,9/27/21 13:10,661,163.9,$0.50 ,$0.00 ,4756,$0.25 ,"$1,000.00 ",1104
NFL,Showdown Captain Mode,2850802259,NFL Showdown $50K First Down [20 Entry Max] (GB vs SF),114173041,9/26/21 20:20,23049,99.56,$0.00 ,$0.00 ,59453,$1.00 ,"$50,000.00 ",15950
NFL,Showdown Captain Mode,2856866752,NFL Showdown $5K Daily Dollar [Single Entry] (GB vs SF),114177765,9/26/21 20:20,2540,99.56,$0.00 ,$0.00 ,5945,$1.00 ,"$5,000.00 ",1543
NFL,KFC Sunday Night Showdown Series,2850792763,KFC Free Sunday Night Series (KFC GB vs SF),113948232,9/26/21 20:20,26553,99.56,$0.00 ,$0.00 ,97106,$0.00 ,"$10,000.00 ",6160
MLB,Showdown Captain Mode,2853260343,MLB Showdown $750 Quarter Jukebox [Just $0.25!] (NYY vs BOS),114306904,9/26/21 19:08,2798,40.5,$0.00 ,$0.00 ,3567,$0.25 ,$750.00 ,812
NFL,Showdown Captain Mode,2850777800,NFL Showdown $10K First Down [20 Entry Max] (TB vs LAR),114119262,9/26/21 16:25,5929,114.1,$0.00 ,$0.00 ,11890,$1.00 ,"$10,000.00 ",3080
NFL,Showdown Captain Mode,2850802198,NFL Showdown $4K First Down [20 Entry Max] (SEA vs MIN),114119248,9/26/21 16:25,2995,108.15,$0.00 ,$0.00 ,4756,$1.00 ,"$4,000.00 ",1103
NFL,Classic,2847245611,$5K Wrangler Long Live Sports Series,113493458,9/26/21 13:00,48436,125.62,$0.00 ,$0.00 ,101155,$0.00 ,"$5,000.00 ",1890
